customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,is_escalated,complaint_count,tenure_days,age,churn_risk,is_high_risk
9155-BPXEM,2023-06-16,Organic,2026-09-28,Basic,Monthly,,,8.51,422,47,0,Om Prasad Shinde,India,Bihar,Male,2003-04-14,2025-08-11,0,69.0,0.0,2.0,1189.0,23,low,0
6042-OYIHC,2021-10-09,Organic,2026-10-08,Standard,Annual,,,16.02,1199,6,0,Sushma Sinha,India,Himachal Pradesh,Female,1993-10-08,2026-04-13,0,47.0,0.0,2.0,1804.0,32,low,0
9955-FMWNS,2024-01-21,Paid,2027-01-20,Standard,Annual,,,16.58,665,34,0,Devika Ghosh,India,Sikkim,Female,1985-04-13,2026-07-31,0,48.0,0.0,2.0,970.0,41,low,0
4379-JMAKH,2026-01-23,Paid,2027-01-23,Premium,Annual,,,20.72,135,4,0,Sarita Bai Mishra,India,Delhi,Female,1971-04-13,2026-07-09,0,65.0,0.0,1.0,237.0,55,low,0
7475-DPPTH,2026-08-07,Organic,2027-08-07,Standard,Annual,,,13.97,16,12,0,Kabir Sandhu,India,Tamil Nadu,Male,2000-08-04,,0,,,,41.0,26,low,0
4802-WPBPZ,2023-06-14,Paid,2026-09-26,Standard,Monthly,,,15.81,659,31,0,Khushi Hegde,India,Jammu and Kashmir,Female,2006-12-11,2026-07-12,0,74.0,0.0,3.0,1191.0,19,low,0
3924-YLFFL,2024-04-20,Paid,2027-04-20,Basic,Annual,,,9.33,246,76,0,Aarush Anand,India,Meghalaya,Male,2001-06-27,2026-07-22,0,23.0,0.0,3.0,880.0,25,high,1
7421-UKYZN,2023-10-21,Referral,2026-10-20,Standard,Annual,,,14.96,475,12,0,Hiral Chadha,India,Chhattisgarh,Female,1977-06-07,2026-07-31,0,48.0,1.0,3.0,1062.0,49,low,0
3480-IAPIW,2023-04-16,Organic,2027-04-15,Basic,Annual,,,8.49,331,10,0,Jayesh Devi Jain,India,Sikkim,Male,2000-10-17,2023-10-03,0,36.0,1.0,2.0,1250.0,25,low,0
3584-XDRPI,2024-11-26,Organic,2026-09-17,Premium,Monthly,,,20.41,461,13,0,Pari Subramaniam,India,Andhra Pradesh,Female,1968-12-09,2025-10-15,0,89.0,1.0,1.0,660.0,57,low,0
0215-LSLSG,2024-03-26,Organic,2027-03-26,Basic,Annual,,,9.71,363,5,0,Indranil Rani Prasad,India,Madhya Pradesh,Male,2006-03-20,2026-06-17,0,95.0,0.0,2.0,905.0,20,low,0
9475-JRINR,2024-03-24,Paid,2027-03-24,Standard,Annual,,,12.9,466,2,0,Yug Krishnan,India,Haryana,Male,1991-08-07,2026-08-21,0,87.0,1.0,4.0,907.0,35,low,0
1487-BHCJP,2026-04-16,Referral,2026-10-13,Basic,Monthly,,,9.58,45,19,0,Avni Raj Agarwal,India,Uttarakhand,Female,1972-10-25,2026-09-03,0,100.0,1.0,2.0,154.0,53,low,0
1753-RUDXK,2023-04-20,Paid,2026-10-01,Premium,Monthly,,,23.19,901,25,0,Sai Kohli,India,Gujarat,Male,1977-09-20,2026-04-03,0,50.0,1.0,5.0,1246.0,49,low,0
2313-SNKUV,2022-12-15,Referral,2026-12-14,Standard,Annual,,,17.2,958,14,0,Hiral Sarkar,India,Himachal Pradesh,Female,1967-09-22,2026-02-20,0,69.0,1.0,2.0,1372.0,59,low,0
7756-EZOZR,2022-10-01,Paid,2026-10-10,Basic,Monthly,,,7.41,336,11,0,Poonam Desai,India,Chandigarh,Female,1964-04-08,2026-09-07,0,63.0,0.0,5.0,1447.0,62,low,0
0727-TCGAP,2025-07-31,Paid,2026-09-24,Premium,Monthly,,,22.05,355,28,0,Shivam Prasad Bhardwaj,India,Odisha,Male,1985-08-10,2026-02-18,0,75.0,0.0,2.0,413.0,41,low,0
8845-LRYZY,2023-04-12,Referral,2023-05-17,Basic,Annual,2023-05-17,Technical issues,9.98,12,4,1,Vihaan Chadha,India,Karnataka,Male,1968-04-26,2023-05-17,0,32.0,1.0,5.0,35.0,58,low,0
3467-KVYSC,2022-11-19,Paid,2025-02-12,Premium,Monthly,2025-02-12,Poor content quality,24.37,789,63,1,Chandan Roy,India,Mizoram,Male,1971-08-07,2024-12-16,0,13.0,1.0,6.0,816.0,55,med,0
8901-OKFFM,2023-09-27,Organic,2026-09-26,Premium,Annual,,,22.43,1035,28,0,Rahul Gupta,India,Nagaland,Male,1991-07-04,2026-08-26,0,40.0,0.0,3.0,1086.0,35,low,0
2202-DCBJV,2023-08-15,Organic,2027-08-14,Basic,Annual,,,7.58,313,22,0,Swati Nath Sharma,India,Delhi,Female,1981-05-29,2025-10-14,0,66.0,0.0,3.0,1129.0,45,low,0
2212-CDUUK,2022-04-24,Paid,2027-04-23,Premium,Annual,,,22.69,1405,29,0,Kritika Roy,India,Tamil Nadu,Female,1983-02-26,2025-04-04,0,25.0,0.0,1.0,1607.0,43,low,0
3992-XBPPL,2025-04-29,Paid,2027-04-29,Standard,Annual,,,14.91,217,29,0,Nisha Devi Das,India,Himachal Pradesh,Female,1971-05-17,,0,,,,506.0,55,low,0
5421-ZOBOA,2025-09-09,Paid,2026-07-25,Basic,Monthly,2026-07-25,Poor content quality,7.62,81,47,1,Charu Murthy,India,Manipur,Female,1966-08-04,2026-04-04,0,43.0,0.0,1.0,319.0,60,low,0
8894-RFMSB,2023-07-26,Paid,2026-10-08,Standard,Monthly,,,16.83,781,16,0,Nandini Shah,India,Chhattisgarh,Female,1984-11-22,2025-07-08,0,51.0,0.0,1.0,1149.0,41,low,0
4734-HZCWV,2025-05-14,Referral,2026-10-06,Basic,Monthly,,,9.82,166,39,0,Tushar Joshi,India,Tripura,Male,1967-07-31,2026-07-29,0,62.0,0.0,4.0,491.0,59,low,0
7471-JXPUD,2024-06-24,Organic,2025-02-01,Standard,Monthly,2025-02-01,No longer interested,14.48,117,33,1,Aakash Chandra,India,Andhra Pradesh,Male,1966-02-09,2025-01-13,0,53.0,0.0,4.0,222.0,60,low,0
0447-SLQIS,2025-12-08,Referral,2026-10-04,Basic,Monthly,,,9.49,105,2,0,Suman Kumar Bansal,India,Maharashtra,Female,1987-11-05,2026-04-15,0,100.0,0.0,2.0,283.0,38,low,0
8687-YZPRZ,2023-12-24,Paid,2026-12-23,Standard,Annual,,,13.71,425,8,0,Rakesh Gupta,India,Jharkhand,Male,1985-09-14,2026-07-25,0,30.0,0.0,8.0,998.0,41,low,0
3678-UNMOK,2022-03-01,Paid,2026-10-06,Standard,Monthly,,,17.55,1095,26,0,Sonia Desai,India,Punjab,Female,1988-09-14,2024-07-14,0,77.0,0.0,1.0,1661.0,38,low,0
1046-KDXKV,2024-12-22,Paid,2026-10-13,Basic,Monthly,,,8.1,164,18,0,Lipika Menon,India,Meghalaya,Female,1961-12-30,2025-06-17,0,71.0,0.0,1.0,634.0,64,low,0
2769-DLOPQ,2021-11-13,Organic,2026-11-12,Standard,Annual,,,14.06,937,15,0,Shilpa Lakra,India,Maharashtra,Female,2008-02-02,2024-04-19,0,62.0,1.0,3.0,1769.0,18,low,0
5522-IJOJI,2023-05-03,Paid,2026-09-14,Standard,Monthly,,,14.28,705,41,0,Manju Shah,India,Madhya Pradesh,Female,1992-07-20,2025-11-16,0,87.0,0.0,5.0,1233.0,34,low,0
7335-TAMTA,2025-03-08,Referral,2026-09-29,Basic,Monthly,,,9.73,188,26,0,Kunal Prasad Iyengar,India,Goa,Male,1980-07-27,2026-07-31,0,64.0,0.0,5.0,558.0,46,low,0
2151-BLBMW,2024-07-16,Referral,2026-10-04,Basic,Monthly,,,9.53,312,17,0,Vidya Bai Patel,India,Rajasthan,Female,1999-02-27,2026-04-11,0,24.0,0.0,2.0,793.0,27,low,0
4867-LVJHK,2025-08-01,Referral,2026-09-25,Premium,Monthly,,,21.43,295,9,0,Sudevi Nath Bose,India,Gujarat,Female,1993-02-02,2026-03-14,0,48.0,1.0,1.0,412.0,33,low,0
0209-REDQT,2026-05-21,Organic,2027-05-21,Standard,Annual,,,16.59,61,18,0,Sudevi Kumar Iyer,India,Karnataka,Female,1992-06-17,2026-08-07,0,81.0,0.0,2.0,119.0,34,low,0
9114-THVGI,2022-11-20,Referral,2026-09-30,Premium,Monthly,,,21.64,1183,33,0,Sameer Chand Saxena,India,Manipur,Male,1973-07-20,2026-02-09,0,48.0,0.0,1.0,1397.0,53,low,0
5985-OERWR,2022-02-06,Paid,2025-05-28,Standard,Monthly,2025-05-28,No longer interested,15.58,795,81,1,Avni Agarwal,India,Puducherry,Female,1984-10-27,2024-05-13,0,47.0,0.0,3.0,1207.0,41,high,1
2870-ZXACG,2024-06-15,Organic,2027-06-15,Standard,Annual,,,12.84,350,26,0,Arvinder Reddy,India,Rajasthan,Male,1990-03-10,2025-04-17,0,28.0,0.0,4.0,824.0,36,low,0
5221-VECAU,2023-06-05,Organic,2027-06-04,Standard,Annual,,,17.66,884,7,0,Gaurav Solanki,India,Delhi,Male,1976-03-27,,0,,,,1200.0,50,low,0
6142-FLSNM,2026-01-15,Paid,2026-04-27,Basic,Monthly,2026-04-27,No longer interested,7.24,23,49,1,Hema Chand Arora,India,Rajasthan,Female,1991-05-04,2026-03-30,0,78.0,0.0,2.0,102.0,35,low,0
6178-JIIMH,2025-01-29,Organic,2026-09-21,Basic,Monthly,,,9.32,183,59,0,Suman Kulkarni,India,Odisha,Female,1989-07-19,2025-06-16,0,38.0,0.0,1.0,596.0,37,med,0
7460-AOQXR,2024-09-27,Referral,2025-09-03,Standard,Annual,2025-09-03,Too expensive,13.41,157,14,1,Shreya Ghosh,India,Jharkhand,Female,2008-04-04,2025-08-18,0,5.0,1.0,5.0,341.0,18,low,0
3597-CKFJY,2025-06-21,Organic,2026-09-14,Standard,Monthly,,,15.41,283,31,0,Harsh Patil,India,Nagaland,Male,1965-03-25,2026-08-20,0,90.0,0.0,7.0,453.0,61,low,0
6136-EGNLM,2025-06-09,Referral,2026-10-02,Basic,Monthly,,,8.63,132,26,0,Lata Kale,India,Jharkhand,Female,1993-08-04,2026-01-17,0,21.0,0.0,1.0,465.0,33,low,0
2375-XZSIY,2021-10-24,Paid,2022-04-16,Standard,Monthly,2022-04-16,No longer interested,14.57,72,39,1,Uttam Raj Anand,India,Delhi,Male,2006-08-29,2022-04-16,0,24.0,0.0,3.0,174.0,20,low,0
6654-HEMYR,2026-02-22,Referral,2026-08-15,Basic,Monthly,2026-08-15,No longer interested,8.75,43,43,1,Priya Rani Banerjee,India,Himachal Pradesh,Female,1986-11-16,2026-05-14,0,60.0,0.0,4.0,174.0,39,low,0
5263-MKNUX,2024-07-15,Paid,2027-07-15,Premium,Annual,,,22.93,568,29,0,Devansh Kerketta,India,Tripura,Male,2001-09-09,2025-03-02,0,59.0,0.0,1.0,794.0,25,low,0
8317-CCTEB,2022-07-01,Referral,2026-10-08,Basic,Monthly,,,9.24,526,22,0,Rekha Jadhav,India,Arunachal Pradesh,Female,2000-08-24,,0,,,,1539.0,26,low,0
2589-YGRTV,2023-03-28,Paid,2026-10-08,Standard,Monthly,,,17.98,900,26,0,Meena Patil,India,Mizoram,Female,1996-10-04,2025-10-30,0,46.0,0.0,5.0,1269.0,29,low,0
2415-LGQRI,2026-01-09,Organic,2027-01-09,Basic,Annual,,,9.17,72,7,0,Arvinder Rani Gowda,India,Uttarakhand,Male,1961-12-30,2026-06-30,0,31.0,0.0,2.0,251.0,64,low,0
5880-ZLPTP,2023-06-25,Paid,2027-06-24,Basic,Annual,,,8.63,382,1,0,Rekha Shinde,India,Assam,Female,1962-12-27,2026-06-19,0,54.0,0.0,1.0,1180.0,63,low,0
5814-JGCEK,2023-03-16,Referral,2027-03-15,Basic,Annual,,,8.92,375,4,0,Pawan Prasad Solanki,India,West Bengal,Male,1965-12-23,,0,,,,1281.0,60,low,0
0271-ZHIJG,2023-05-14,Organic,2026-09-25,Basic,Monthly,,,9.82,412,11,0,Devendra Sinha,India,Tripura,Male,2008-07-28,2023-08-05,0,86.0,0.0,1.0,1222.0,18,low,0
3791-EPMWX,2022-05-20,Paid,2026-09-26,Basic,Monthly,,,7.23,356,30,0,Zubin Kumar Rao,India,Rajasthan,Male,1994-07-13,2026-04-12,0,48.0,1.0,2.0,1581.0,32,low,0
2017-CRVCE,2024-02-10,Paid,2026-09-27,Standard,Monthly,,,15.04,437,61,0,Ranjit Prasad Venkatesh,India,Puducherry,Male,2008-01-05,2025-11-26,0,53.0,0.0,2.0,950.0,18,med,0
0549-PDPKX,2025-03-08,Paid,2026-09-29,Standard,Monthly,,,14.09,271,72,0,Aditi Verma,India,Madhya Pradesh,Female,1974-07-13,2026-05-14,0,60.0,0.0,2.0,558.0,52,high,1
3333-RJGXA,2024-01-01,Organic,2026-12-31,Basic,Annual,,,9.47,317,24,0,Ramesh Chandra,India,Haryana,Male,1963-06-23,2026-02-17,0,40.0,0.0,1.0,990.0,63,low,0
3720-PGVWL,2022-06-18,Paid,2026-09-25,Standard,Monthly,,,15.62,781,34,0,Mahendra Nath Saxena,India,Delhi,Male,1978-01-09,2026-04-29,0,44.0,0.0,3.0,1552.0,48,low,0
0951-GIXHG,2021-12-24,Organic,2026-12-23,Standard,Annual,,,17.8,1316,10,0,Manoj Prasad Ahluwalia,India,Bihar,Male,1967-09-27,2025-06-23,0,93.0,0.0,1.0,1728.0,59,low,0
3336-KSRNX,2025-09-16,Paid,2026-09-16,Basic,Annual,,,9.02,104,2,0,Gaurav Nath Deshmukh,India,Haryana,Male,1978-06-10,2026-02-28,0,65.0,0.0,1.0,366.0,48,low,0
6016-LFXTH,2024-09-21,Organic,2026-02-27,Standard,Annual,2026-02-27,No longer interested,14.19,246,56,1,Jhanvi Vora,India,Rajasthan,Female,1967-04-11,2025-11-13,0,13.0,0.0,3.0,524.0,59,med,0
1206-NPKTL,2024-03-29,Organic,2027-03-29,Standard,Annual,,,14.38,375,3,0,Nalini Gowda,India,Kerala,Female,1983-11-18,2026-07-11,0,34.0,0.0,2.0,902.0,42,low,0
4958-DTWNE,2024-10-31,Paid,2026-09-05,Standard,Monthly,2026-09-05,Technical issues,16.67,376,5,1,Bhavna Prasad Mukherjee,India,Haryana,Female,1988-01-12,2026-01-08,0,100.0,0.0,4.0,674.0,38,low,0
2145-DKOWS,2024-11-09,Organic,2026-05-28,Standard,Monthly,2026-05-28,Technical issues,14.47,298,7,1,Raghunath Grewal,India,Telangana,Male,1976-05-12,2025-07-07,0,71.0,0.0,4.0,565.0,50,low,0
8940-CXEGB,2024-05-10,Paid,2026-09-27,Premium,Monthly,,,21.42,543,34,0,Gayatri Nair,India,Tamil Nadu,Female,2002-01-27,2026-07-25,0,99.0,0.0,1.0,860.0,24,low,0
1844-AAJCI,2025-12-23,Organic,2026-09-19,Standard,Monthly,,,14.72,150,1,0,Umesh Raj Kumar,India,Jharkhand,Male,2005-12-22,2026-09-03,0,55.0,1.0,3.0,268.0,20,low,0
3501-TVSST,2024-02-27,Referral,2027-02-26,Basic,Annual,,,9.14,323,2,0,Bhumika Kumar Mukherjee,India,West Bengal,Female,1970-11-15,2026-07-15,0,40.0,0.0,4.0,933.0,55,low,0
2072-DJDDQ,2023-08-25,Paid,2026-10-08,Basic,Monthly,,,9.03,366,4,0,Vinay Rani Bhatt,India,Haryana,Male,1998-08-22,2026-06-03,0,68.0,0.0,3.0,1119.0,28,low,0
3117-AWVQI,2023-04-25,Paid,2026-10-06,Basic,Monthly,,,9.05,462,22,0,Lalita Saxena,India,Odisha,Female,1990-05-10,2024-08-01,0,74.0,1.0,3.0,1241.0,36,low,0
3069-YMHWZ,2025-12-06,Paid,2026-10-02,Standard,Monthly,,,15.31,144,4,0,Ashwin Ahuja,India,Meghalaya,Male,1962-03-31,2026-06-19,0,90.0,0.0,1.0,285.0,64,low,0
5822-OCKKD,2025-02-25,Paid,2026-06-03,Basic,Monthly,2026-06-03,No longer interested,7.53,112,15,1,Manav Prasad Vora,India,Madhya Pradesh,Male,1963-04-23,2026-05-25,0,53.0,0.0,5.0,463.0,63,low,0
1793-DOFRE,2022-11-02,Organic,2026-10-12,Standard,Monthly,,,12.93,587,38,0,Raghunath Bai Kale,India,Arunachal Pradesh,Male,1996-10-21,2025-01-22,0,47.0,0.0,3.0,1415.0,29,low,0
0555-HPPLC,2024-03-01,Paid,2027-03-01,Basic,Annual,,,9.88,322,13,0,Charu Malhotra,India,Punjab,Female,1993-01-15,2024-11-20,0,68.0,0.0,1.0,930.0,33,low,0
2506-EVGVS,2024-12-01,Paid,2026-12-01,Basic,Annual,,,7.66,197,5,0,Kartik Chand Bajwa,India,Nagaland,Male,1982-06-23,2025-06-10,0,29.0,0.0,2.0,655.0,44,low,0
4618-JMKEN,2024-07-09,Organic,2027-07-09,Basic,Annual,,,7.47,176,1,0,Govind Lakra,India,Nagaland,Male,1974-10-01,2025-01-21,0,76.0,0.0,1.0,800.0,51,low,0
2524-PYLOI,2021-09-21,Organic,2026-09-25,Basic,Monthly,,,7.4,447,26,0,Ruchi Rana,India,Assam,Female,2002-12-24,2026-05-13,0,89.0,1.0,3.0,1822.0,23,low,0
9325-YRZGN,2025-11-18,Organic,2025-12-19,Standard,Annual,2025-12-19,Switched to competitor,14.68,19,47,1,Aarush Kumar Deshmukh,India,Madhya Pradesh,Male,2005-03-28,2025-12-14,0,26.0,1.0,5.0,31.0,21,low,0
4781-KOXDV,2026-04-16,Referral,2026-06-30,Standard,Annual,2026-06-30,Personal reasons,16.24,36,27,1,Vivaan Pandey,India,Nagaland,Male,2001-03-13,2026-06-19,0,55.0,1.0,4.0,75.0,25,low,0
3788-XXCPM,2022-07-27,Organic,2027-07-26,Basic,Annual,,,7.9,382,1,0,Harsh Prasad Shinde,India,Kerala,Male,1979-08-01,2024-04-08,0,100.0,0.0,1.0,1513.0,47,low,0
0159-LUCXV,2025-06-12,Organic,2027-06-12,Basic,Annual,,,9.51,154,1,0,Chirag Raj Joshi,India,Arunachal Pradesh,Male,1981-07-03,2026-08-21,0,43.0,0.0,5.0,462.0,45,low,0
1262-QMFVY,2022-12-26,Organic,2026-12-25,Basic,Annual,,,9.88,548,3,0,Kirti Lal Kaur,India,Arunachal Pradesh,Female,1978-03-11,2026-07-17,0,100.0,0.0,1.0,1361.0,48,low,0
8111-VJFYJ,2023-06-06,Organic,2026-04-23,Basic,Monthly,2026-04-23,Personal reasons,8.33,267,83,1,Tushar Kapoor,India,Delhi,Male,1992-09-25,2026-04-07,0,0.0,0.0,11.0,1052.0,34,high,1
6928-DWDMG,2023-05-30,Paid,2026-10-11,Basic,Monthly,,,7.17,258,75,0,Anil Joshi,India,Sikkim,Male,1995-04-19,2026-04-16,0,0.0,0.0,4.0,1206.0,31,high,1
6122-ISRMR,2024-05-14,Paid,2026-10-01,Basic,Monthly,,,8.36,278,21,0,Lata Mehta,India,Gujarat,Female,2004-09-07,2025-10-21,0,51.0,0.0,1.0,856.0,22,low,0
2262-MELEA,2023-03-09,Paid,2027-03-08,Standard,Annual,,,13.97,727,14,0,Govind Pandey,India,Goa,Male,1968-07-11,2026-08-05,0,46.0,1.0,2.0,1288.0,58,low,0
2310-VHJBT,2023-08-15,Paid,2026-09-28,Basic,Monthly,,,7.83,316,11,0,Ranjana Pandey,India,Punjab,Female,2008-05-04,2026-08-28,0,65.0,0.0,2.0,1129.0,18,low,0
7197-XKEFP,2024-12-23,Paid,2026-09-14,Premium,Monthly,,,21.68,504,23,0,Ranjit Prasad Goel,India,Tripura,Male,1997-07-03,2025-04-01,0,51.0,1.0,1.0,633.0,29,low,0
9866-WMGOD,2023-12-28,Organic,2026-12-27,Basic,Annual,,,7.62,245,16,0,Mukesh Prasad Sen,India,Uttar Pradesh,Male,1974-04-14,2025-10-18,0,56.0,1.0,1.0,994.0,52,low,0
4551-CUGHH,2025-02-14,Referral,2027-02-14,Standard,Annual,,,12.75,282,5,0,Tushar Saxena,India,Himachal Pradesh,Male,1982-06-12,2026-08-29,0,59.0,0.0,3.0,580.0,44,low,0
1988-GTQBS,2024-07-17,Referral,2026-01-18,Premium,Monthly,2026-01-18,Too expensive,22.45,363,89,1,Vinay Devi Pillai,India,Nagaland,Male,1982-03-26,2025-07-05,0,10.0,0.0,4.0,550.0,44,high,1
1485-RZJLO,2021-10-28,Organic,2026-03-02,Basic,Monthly,2026-03-02,Poor content quality,9.79,617,88,1,Sudevi Kumari Shah,India,Mizoram,Female,2005-10-29,2026-01-20,0,24.0,0.0,7.0,1586.0,20,high,1
0940-KWAKM,2022-06-20,Paid,2024-01-16,Basic,Monthly,2024-01-16,Poor content quality,7.21,146,24,1,Gayatri Gill,India,Himachal Pradesh,Female,1962-01-24,2024-01-02,0,59.0,1.0,2.0,575.0,64,low,0
6174-PPQTU,2023-04-23,Organic,2023-05-11,Basic,Monthly,2023-05-11,No longer interested,9.49,11,14,1,Radha Prasad,India,Manipur,Female,2007-04-01,2023-05-10,0,69.0,0.0,2.0,18.0,19,low,0
0022-QZPEV,2026-04-03,Paid,2026-08-31,Standard,Annual,2026-08-31,Technical issues,14.46,88,12,1,Yogesh Chand Negi,India,Mizoram,Male,2008-09-10,2026-08-06,0,46.0,0.0,5.0,150.0,18,low,0
3806-LNATS,2023-07-15,Referral,2027-07-14,Premium,Annual,,,24.03,1039,12,0,Damini Sinha,India,Puducherry,Female,2007-09-06,2026-08-28,0,56.0,0.0,4.0,1160.0,19,low,0
9696-DSLKI,2023-08-06,Paid,2026-03-05,Standard,Monthly,2026-03-05,Poor customer support,12.69,431,86,1,Mukesh Chand Dhillon,India,Mizoram,Male,2004-08-28,2025-05-29,0,2.0,0.0,5.0,942.0,22,high,1
7344-FQQJT,2025-12-01,Organic,2026-12-01,Premium,Annual,,,21.09,206,63,0,Mamta Kumari Venkatesh,India,Tamil Nadu,Female,1976-03-07,2026-04-07,0,4.0,0.0,4.0,290.0,50,med,0
9683-RBSJU,2025-12-10,Organic,2026-02-16,Basic,Annual,2026-02-16,Personal reasons,8.02,15,27,1,Lokesh Rani Bhardwaj,India,Andhra Pradesh,Male,2003-08-02,2025-12-25,0,32.0,1.0,3.0,68.0,23,low,0
4160-YTWNR,2025-07-21,Paid,2026-09-14,Standard,Monthly,,,16.62,267,22,0,Amrita Bhatt,India,Telangana,Female,1992-08-27,2026-01-15,0,93.0,1.0,3.0,423.0,34,low,0
6895-MVRYR,2022-03-18,Organic,2027-03-17,Standard,Annual,,,12.87,752,16,0,Umesh Lal Mehra,India,West Bengal,Male,1987-10-01,2024-09-19,0,67.0,0.0,1.0,1644.0,38,low,0
2179-OSWVR,2024-03-18,Referral,2027-03-18,Premium,Annual,,,21.69,678,1,0,Nalini Bai Kulkarni,India,Delhi,Female,2002-08-26,2025-01-06,0,99.0,0.0,1.0,913.0,24,low,0
0665-MGQMD,2025-09-22,Paid,2026-09-04,Basic,Monthly,2026-09-04,Personal reasons,7.03,82,76,1,Ishan Chand Venkatesh,India,Sikkim,Male,1966-07-11,2026-08-21,0,66.0,1.0,7.0,347.0,60,high,1
5311-VNPGV,2022-04-25,Organic,2026-10-01,Basic,Monthly,,,8.43,527,11,0,Krishna Kumar Dhillon,India,Assam,Male,1967-10-22,2024-10-17,0,65.0,0.0,3.0,1606.0,58,low,0
1162-GYIHE,2024-08-02,Referral,2027-08-02,Standard,Annual,,,16.32,396,45,0,Gaurav Devi Mehta,India,Kerala,Male,1988-07-12,2026-08-16,0,35.0,0.0,7.0,776.0,38,low,0
4420-NYDHX,2022-11-07,Paid,2026-09-17,Premium,Monthly,,,22.3,1208,4,0,Kunal Rani Malhotra,India,Sikkim,Male,1979-03-12,2025-10-25,0,100.0,0.0,1.0,1410.0,47,low,0
9450-COPGW,2023-04-08,Organic,2025-12-01,Premium,Annual,2025-12-01,Technical issues,20.71,727,20,1,Seema Dutta,India,Odisha,Female,2001-07-02,,0,,,,968.0,25,low,0
1657-SRGFY,2021-11-24,Paid,2026-11-23,Standard,Annual,,,14.75,1044,26,0,Bhavya Banerjee,India,Delhi,Female,1990-01-07,,0,,,,1758.0,36,low,0
2380-WTCYC,2026-03-31,Organic,2026-05-20,Premium,Monthly,2026-05-20,Too expensive,21.19,20,58,1,Anurag Patel,India,Goa,Male,1973-12-27,2026-05-17,0,17.0,0.0,4.0,50.0,52,med,0
5944-IBCXC,2023-06-28,Organic,2026-10-10,Basic,Monthly,,,8.84,426,27,0,Amrita Ahuja,India,Nagaland,Female,1983-12-24,2026-07-04,0,36.0,0.0,6.0,1177.0,42,low,0
5362-CNCGT,2023-01-01,Paid,2025-12-19,Premium,Annual,2025-12-19,Too expensive,22.9,820,45,1,Avni Prasad Thapar,India,Uttar Pradesh,Female,1968-07-04,2025-08-03,0,39.0,1.0,5.0,1083.0,58,low,0
1416-AQTAU,2025-02-21,Referral,2026-09-14,Basic,Monthly,,,7.9,178,47,0,Dhruv Rani Pawar,India,Meghalaya,Male,1963-04-22,2026-07-04,0,47.0,0.0,2.0,573.0,63,low,0
4468-CCADZ,2024-09-03,Paid,2026-07-13,Standard,Monthly,2026-07-13,Poor content quality,14.28,406,17,1,Bhaskar Krishnan,India,Uttar Pradesh,Male,1992-06-05,2025-03-09,0,57.0,0.0,2.0,678.0,34,low,0
8719-OFBCR,2025-12-17,Organic,2026-10-13,Basic,Monthly,,,8.56,75,14,0,Irfan Chadha,India,Delhi,Male,1990-05-16,2026-01-05,0,71.0,0.0,1.0,274.0,36,low,0
4559-YNBGY,2026-08-03,Paid,2026-09-03,Basic,Monthly,2026-09-03,No longer interested,9.01,8,42,1,Ankit Kumar Sharma,India,Jammu and Kashmir,Male,1997-05-15,2026-09-01,0,18.0,0.0,8.0,31.0,29,low,0
4019-WASDR,2022-12-20,Paid,2026-08-01,Basic,Annual,2026-08-01,Poor content quality,8.74,353,54,1,Shivani Rawat,India,Madhya Pradesh,Female,1993-09-15,2026-05-06,0,52.0,0.0,6.0,1320.0,33,med,0
4942-MKSAP,2022-10-16,Paid,2026-09-25,Basic,Monthly,,,9.31,494,12,0,Maya Khanna,India,Odisha,Female,1970-02-11,,0,,,,1432.0,56,low,0
2325-HEOVC,2025-11-30,Referral,2026-09-26,Basic,Monthly,,,8.92,85,87,0,Lakshay Bai Sandhu,India,Sikkim,Male,1969-12-24,2026-03-08,0,30.0,0.0,4.0,291.0,56,high,1
5575-ABIDZ,2022-07-09,Paid,2026-09-16,Basic,Monthly,,,8.31,503,69,0,Anand Chand Kaur,India,Andhra Pradesh,Male,2001-09-17,2023-09-02,0,39.0,0.0,2.0,1531.0,25,med,0
4681-IFTMV,2022-05-18,Organic,2026-09-24,Standard,Monthly,,,12.48,823,40,0,Rekha Kumar Krishnan,India,Arunachal Pradesh,Female,1972-02-22,2025-09-11,0,69.0,1.0,1.0,1583.0,54,low,0
3555-TLYST,2023-02-05,Paid,2026-02-05,Premium,Monthly,2026-02-05,Technical issues,21.09,954,84,1,Siddharth Sarkar,India,West Bengal,Male,1964-01-17,2025-06-23,0,55.0,0.0,1.0,1096.0,62,high,1
6010-DITZI,2021-12-19,Paid,2026-09-24,Premium,Monthly,,,23.68,1230,4,0,Shalini Bhatia,India,Odisha,Female,1975-04-05,2024-02-21,0,66.0,0.0,3.0,1733.0,51,low,0
4651-SKBVI,2024-05-25,Organic,2026-10-12,Premium,Monthly,,,21.6,669,20,0,Anil Lal Kaur,India,Rajasthan,Male,1964-11-24,,0,,,,845.0,61,low,0
9809-UOIDL,2023-03-21,Organic,2027-03-20,Standard,Annual,,,14.97,719,10,0,Aditi Prasad Agarwal,India,Gujarat,Female,1995-06-07,,0,,,,1276.0,31,low,0
